name,rating,Interest Type,City
Loews Philadelphia Hotel,4.4,hotel,Philadelphia
"The Ritz-Carlton, Philadelphia",4.5,hotel,Philadelphia
Philadelphia 201 Hotel,3.7,hotel,Philadelphia
Philadelphia Marriott Downtown,4.2,hotel,Philadelphia
Courtyard by Marriott Philadelphia Downtown,4.3,hotel,Philadelphia
DoubleTree by Hilton Hotel Philadelphia Center City,4.2,hotel,Philadelphia
Kimpton Hotel Monaco Philadelphia,4.5,hotel,Philadelphia
Aloft Philadelphia Downtown,4.4,hotel,Philadelphia
The Rittenhouse Hotel,4.6,hotel,Philadelphia
Warwick Hotel Rittenhouse Square,4.3,hotel,Philadelphia
The Bellevue Hotel In The Unbound Collection By Hyatt,4.4,hotel,Philadelphia
Lokal Hotel - Old City,4.9,hotel,Philadelphia
Cambria Hotel Philadelphia Downtown Center City,4.4,hotel,Philadelphia
Le Méridien Philadelphia,4.3,hotel,Philadelphia
Best Western Plus Philadelphia Convention Center Hotel,3.9,hotel,Philadelphia
Holiday Inn Express Philadelphia Penns Landing,4.1,hotel,Philadelphia
Kimpton Hotel Palomar Philadelphia,4.6,hotel,Philadelphia
Sonesta Philadelphia Downtown Rittenhouse Square,4.3,hotel,Philadelphia
"The Logan Philadelphia, Curio Collection by Hilton",4.5,hotel,Philadelphia
Sofitel Philadelphia at Rittenhouse Square,4.5,hotel,Philadelphia
Treetop Quest Philly,4.8,amusement_park,Philadelphia
Sky Zone Trampoline Park,4.3,amusement_park,Philadelphia
Adventure Aquarium,4.5,amusement_park,Philadelphia
The Funplex,4.4,amusement_park,Philadelphia
Urban Air,0.0,amusement_park,Philadelphia
Wizards Wonder Shows LLC,4.0,amusement_park,Philadelphia
Clementon Park & Splash World,4.1,amusement_park,Philadelphia
Diggerland,4.4,amusement_park,Philadelphia
Carousel Village At Indian Walk,4.5,amusement_park,Philadelphia
Ray's Happy Birthday Bar,4.2,bar,Philadelphia
Monk's Cafe,4.6,bar,Philadelphia
ITV (In the Valley),4.6,bar,Philadelphia
Fiume,4.7,bar,Philadelphia
National Mechanics,4.4,bar,Philadelphia
Fountain Porter,4.8,bar,Philadelphia
The Franklin Bar,4.4,bar,Philadelphia
Tabu Lounge & Sports Bar,4.0,bar,Philadelphia
The Ranstead Room,4.6,bar,Philadelphia
Johnny Brenda's,4.4,bar,Philadelphia
McGillin's Olde Ale House,4.4,bar,Philadelphia
Woody's,3.5,bar,Philadelphia
Dirty Franks,4.4,bar,Philadelphia
Standard Tap,4.5,bar,Philadelphia
American Sardine Bar,4.4,bar,Philadelphia
Oscar's Tavern,4.4,bar,Philadelphia
Upstairs Bar,4.7,bar,Philadelphia
The Library Bar,4.7,bar,Philadelphia
El Bar,4.4,bar,Philadelphia
Locust Rendezvous,4.5,bar,Philadelphia
Sabrina's Cafe,4.6,cafe,Philadelphia
Green Eggs Cafe,4.5,cafe,Philadelphia
Gran Caffe L'Aquila,4.6,cafe,Philadelphia
Vineyards Cafe,4.7,cafe,Philadelphia
Front Street Cafe,4.4,cafe,Philadelphia
Kawaii Kitty Cafe,4.6,cafe,Philadelphia
Good Karma Cafe,4.5,cafe,Philadelphia
Little Spoon Cafe,4.5,cafe,Philadelphia
Chhaya Cafe,4.5,cafe,Philadelphia
Ants Pants Cafe,4.5,cafe,Philadelphia
Waterfront Gourmet Cafe & Deli - Best Catering & Events Services in Philadelphia,4.5,cafe,Philadelphia
The Green Line Cafe,4.3,cafe,Philadelphia
Walnut Street Cafe,4.3,cafe,Philadelphia
One Shot Cafe,4.4,cafe,Philadelphia
Res Ipsa Cafe,4.4,cafe,Philadelphia
La Colombe Coffee Roasters,4.7,cafe,Philadelphia
Plenty Café,4.3,cafe,Philadelphia
Green Line Cafe,4.3,cafe,Philadelphia
Green Line Cafe,4.5,cafe,Philadelphia
Plenty Café,4.1,cafe,Philadelphia
SugarHouse Casino,3.8,casino,Philadelphia
Sugarhouse,5.0,casino,Philadelphia
Parx Casino,4.0,casino,Philadelphia
Parx Racing®,4.5,casino,Philadelphia
Penn Treaty Treasures Cash for Gold,4.0,casino,Philadelphia
Harrah's Philadelphia Casino & Racetrack,3.9,casino,Philadelphia
Down Nightclub Philadelphia,3.9,night_club,Philadelphia
Voyeur Nightclub,3.5,night_club,Philadelphia
Pulse Night Club,3.1,night_club,Philadelphia
Brasil's Nightclub,3.7,night_club,Philadelphia
NOTO Philadelphia,3.0,night_club,Philadelphia
Tierra Nightclub,4.1,night_club,Philadelphia
Trilogy,3.4,night_club,Philadelphia
B-Side Complex,3.2,night_club,Philadelphia
Bamboo Restaurant and Night club,4.3,night_club,Philadelphia
Makumba,4.3,night_club,Philadelphia
District N9NE,3.6,night_club,Philadelphia
Shampoo Night Club,3.0,night_club,Philadelphia
QSL Nightclub,3.0,night_club,Philadelphia
Vesper Sporting Club - Center City,3.8,night_club,Philadelphia
Club Mousai,3.9,night_club,Philadelphia
Reserve Lounge,2.4,night_club,Philadelphia
Cavanaugh's River Deck,3.8,night_club,Philadelphia
Encore,4.3,night_club,Philadelphia
Coda,3.8,night_club,Philadelphia
The Social Club,3.0,night_club,Philadelphia
Suraya Restaurant,4.7,restaurant,Philadelphia
Parc,4.6,restaurant,Philadelphia
Zahav,4.7,restaurant,Philadelphia
Talula's Garden,4.7,restaurant,Philadelphia
Vernick Food & Drink,4.8,restaurant,Philadelphia
Hardena,4.7,restaurant,Philadelphia
South Philly Barbacoa,4.7,restaurant,Philadelphia
Vetri Cucina,4.8,restaurant,Philadelphia
The Dandelion,4.6,restaurant,Philadelphia
Wm. Mulherin’s Sons,4.7,restaurant,Philadelphia
Fogo de Chão Brazilian Steakhouse,4.6,restaurant,Philadelphia
Oyster House,4.6,restaurant,Philadelphia
Kanella Grill,4.6,restaurant,Philadelphia
Lacroix Restaurant at The Rittenhouse,4.6,restaurant,Philadelphia
City Tavern Restaurant,4.4,restaurant,Philadelphia
Royal Boucherie,4.6,restaurant,Philadelphia
The Love.,4.6,restaurant,Philadelphia
Amada,4.5,restaurant,Philadelphia
Vedge,4.8,restaurant,Philadelphia
Barclay Prime,4.8,restaurant,Philadelphia
Philadelphia Mills,4.2,shopping_mall,Philadelphia
Columbus Crossing,4.3,shopping_mall,Philadelphia
One & Olney Shopping Center,4.2,shopping_mall,Philadelphia
Roosevelt Mall,4.1,shopping_mall,Philadelphia
Rescue Spa,4.7,spa,Philadelphia
Le Reve Rittenhouse Spa,3.9,spa,Philadelphia
Spa Terme Di Aroma,4.8,spa,Philadelphia
The Rittenhouse Spa & Club - Hair By Paul Labrecque,4.3,spa,Philadelphia
The Underground Spa & Wellness at The Logan Hotel,4.6,spa,Philadelphia
Toppers Spa/Salon Philadelphia,4.4,spa,Philadelphia
Body Restoration Spa,4.3,spa,Philadelphia
Richel D'Ambra Spa + Salon,4.4,spa,Philadelphia
Fabriq Spa,4.8,spa,Philadelphia
Body+Beauty Lab,4.2,spa,Philadelphia
Hand & Stone Massage and Facial Spa,4.2,spa,Philadelphia
Total Serenity Day Spa Inc,2.8,spa,Philadelphia
eviama life,4.4,spa,Philadelphia
Hand & Stone Massage and Facial Spa,4.1,spa,Philadelphia
Diamond Spa,4.6,spa,Philadelphia
Hand & Stone Massage and Facial Spa,4.1,spa,Philadelphia
Hand & Stone Massage and Facial Spa,3.9,spa,Philadelphia
MI CUMBIA ⎰Boutique Nail Spa,4.9,spa,Philadelphia
In Touch Hair & Spa,4.4,spa,Philadelphia
Time Out Spa,3.2,spa,Philadelphia
Lincoln Financial Field,4.6,stadium,Philadelphia
Philadelphia Sports Complex Special Services District,4.4,stadium,Philadelphia
Frankford Stadium,4.1,stadium,Philadelphia
Citizens Bank Park,4.7,stadium,Philadelphia
Marcus Foster Memorial Stadium,4.3,stadium,Philadelphia
Veterans Stadium,4.0,stadium,Philadelphia
Benjamin L Johnston Memorial Stadium,4.4,stadium,Philadelphia
Wells Fargo Center,4.5,stadium,Philadelphia
McCarthy Stadium,3.9,stadium,Philadelphia
Shibe Park / Connie Mack Stadium,5.0,stadium,Philadelphia
Franklin Field,4.5,stadium,Philadelphia
Michael J. Hagan Arena,4.5,stadium,Philadelphia
Meiklejohn Stadium,5.0,stadium,Philadelphia
The Palestra,4.6,stadium,Philadelphia
Germantown Supersite,4.3,stadium,Philadelphia
The Liacouras Center,4.5,stadium,Philadelphia
Flyers Hat Trick History,5.0,stadium,Philadelphia
Tennis Court,5.0,stadium,Philadelphia
Senators Legion Inc Youth,5.0,stadium,Philadelphia
Beers of the World,0.0,stadium,Philadelphia
Philadelphia Zoo,4.6,zoo,Philadelphia
Small Mammal House,4.9,zoo,Philadelphia
Big Cat Falls,4.4,zoo,Philadelphia
KidZooU,4.2,zoo,Philadelphia
Bear Country,4.2,zoo,Philadelphia
McNeil Avian Center,4.4,zoo,Philadelphia
Meerkat Maze,3.3,zoo,Philadelphia
Wings of Asia,3.0,zoo,Philadelphia
Giraffe Habitat,4.5,zoo,Philadelphia
Bald Eagle Habitat,5.0,zoo,Philadelphia
Kangaroo Habitat,4.0,zoo,Philadelphia
Amazon Rainforest Carousel Ride,4.0,zoo,Philadelphia
Monkey Junction,3.9,zoo,Philadelphia
Hippo Habitat,4.7,zoo,Philadelphia
Philadelphia Insectarium and Butterfly Pavilion,4.4,zoo,Philadelphia
Elmwood Park Zoo,4.5,zoo,Philadelphia
Pennypack Pavilion,4.9,zoo,Philadelphia
Adventure Aquarium,4.5,zoo,Philadelphia
Philadelphia zoo,4.5,zoo,Philadelphia
Channel 6 Zooballoon,4.6,zoo,Philadelphia
Hotel Irvine,4.3,hotel,Irvine
Irvine Marriott,4.4,hotel,Irvine
Atrium Hotel,3.6,hotel,Irvine
Wyndham Irvine-Orange County Airport,4.1,hotel,Irvine
AC Hotel by Marriott Irvine,4.4,hotel,Irvine
Embassy Suites by Hilton Irvine Orange County Airport,4.3,hotel,Irvine
Courtyard by Marriott Irvine John Wayne Airport/Orange County,4.1,hotel,Irvine
Hilton Garden Inn Irvine/Orange County Airport,4.4,hotel,Irvine
SpringHill Suites by Marriott Irvine John Wayne Airport/Orange County,4.3,hotel,Irvine
Candlewood Suites Orange County/Irvine Spectrum,4.0,hotel,Irvine
DoubleTree by Hilton Hotel Irvine - Spectrum,4.3,hotel,Irvine
Courtyard by Marriott Irvine Spectrum,4.5,hotel,Irvine
Hyatt House Irvine/John Wayne Airport,4.7,hotel,Irvine
Hampton Inn & Suites Irvine-Orange County Airport,4.5,hotel,Irvine
Residence Inn by Marriott Irvine John Wayne Airport/Orange County,4.4,hotel,Irvine
Homewood Suites by Hilton Irvine John Wayne Airport,4.7,hotel,Irvine
Marriott Irvine Spectrum,4.5,hotel,Irvine
Quality Inn & Suites Irvine Spectrum,3.4,hotel,Irvine
La Quinta Inn & Suites by Wyndham Irvine Spectrum,3.6,hotel,Irvine
Extended Stay America - Orange County - Irvine Spectrum,3.6,hotel,Irvine
Boomers! Irvine,4.1,amusement_park,Irvine
Big Air Trampoline Park,4.3,amusement_park,Irvine
Irvine Park Railroad,4.7,amusement_park,Irvine
North Lake Beach Club,4.6,amusement_park,Irvine
The Sound Playground,0.0,amusement_park,Irvine
Balboa Fun Zone,4.2,amusement_park,Irvine
EXT Fabrics and Inflatables,0.0,amusement_park,Irvine
Hive & Honey Rooftop Bar,4.2,bar,Irvine
Center Hub,4.7,bar,Irvine
Bacchus Bar and Bistro,4.2,bar,Irvine
Anthill Pub & Grille,4.4,bar,Irvine
FLOE Lounge,4.1,bar,Irvine
The IRV,4.4,bar,Irvine
Lazy Dog Restaurant & Bar,4.4,bar,Irvine
Twenty Eight Restaurant and Bar,4.2,bar,Irvine
Chili's Grill & Bar,4.1,bar,Irvine
Central Bar,4.8,bar,Irvine
Bistango,4.5,bar,Irvine
Dave & Buster's,4.1,bar,Irvine
Yard House,4.4,bar,Irvine
Angelina's Pizzeria Napoletana - Irvine,4.5,bar,Irvine
Andrei's Conscious Cuisine & Cocktails,4.5,bar,Irvine
Anchor Bar,4.6,bar,Irvine
Islands Restaurant Irvine Culver,4.2,bar,Irvine
Del Frisco's Grille,4.5,bar,Irvine
Buffalo Wild Wings,4.0,bar,Irvine
Bar Louie - The District,4.2,bar,Irvine
7 Leaves Cafe Irvine,4.6,cafe,Irvine
Le Cafe Du Parc,4.4,cafe,Irvine
Hello Kitty Grand Cafe,4.0,cafe,Irvine
Avocado Cafe Irvine,4.4,cafe,Irvine
Mj's Cafe,4.4,cafe,Irvine
Champagne French Bakery Café Woodbridge,4.0,cafe,Irvine
Station Cafe,4.7,cafe,Irvine
Specialty's Café & Bakery,4.2,cafe,Irvine
Le Diplomate Bakery Cafe,4.5,cafe,Irvine
Playland Cafe,4.1,cafe,Irvine
Specialty's Café & Bakery,4.4,cafe,Irvine
Specialty's Café & Bakery,4.3,cafe,Irvine
Champagne French Bakery Café Northpark,3.9,cafe,Irvine
Cafe Bistro,4.8,cafe,Irvine
Market Café at Park Place,3.7,cafe,Irvine
Specialty's Café & Bakery,4.5,cafe,Irvine
85C Bakery Cafe - Irvine,4.5,cafe,Irvine
Terrace Cafe,3.8,cafe,Irvine
Triquest Cafe,4.3,cafe,Irvine
Dandelion Conscious Cafe & Catering,4.7,cafe,Irvine
Real Deal Casino Party,3.8,casino,Irvine
Full House Casino Events,3.7,casino,Irvine
Casino Knights,3.8,casino,Irvine
Real Deal Casino Party,0.0,casino,Irvine
Redchip of Nevada,5.0,casino,Irvine
Cyber Panda,1.0,casino,Irvine
Ace High Casino Rentals,4.6,casino,Irvine
Irvine Marriott,4.4,casino,Irvine
Marriott Irvine Spectrum,4.5,casino,Irvine
The Gardens Casino,3.9,casino,Irvine
Marriott,3.6,casino,Irvine
Aces and 8's Casino Nights,3.0,casino,Irvine
EscapeX Rooms,4.7,casino,Irvine
Paradigm Table Games Inc,0.0,casino,Irvine
Irvine Museum,4.4,museum,Irvine
Pretend City Children's Museum,4.5,museum,Irvine
Lyon Air Museum,4.7,museum,Irvine
Marconi Automotive Museum,4.5,museum,Irvine
Irvine Historical Society,3.0,museum,Irvine
MUSEUM of ​WOMAN,3.3,museum,Irvine
Tustin Area Historical Society,4.8,museum,Irvine
Identity MG,5.0,night_club,Irvine
Racquet Club of Irvine,4.5,night_club,Irvine
Bicycle Club of Irvine (@DCP on Saturdays & Sundays),5.0,night_club,Irvine
Oak Creek Golf Club and Driving Range,4.4,night_club,Irvine
University Club UCI Irvine,4.4,night_club,Irvine
Boys & Girls Club of Irvine,3.2,night_club,Irvine
Strawberry Farms Golf Club,4.4,night_club,Irvine
Irvine Improv,4.5,night_club,Irvine
Irvine Badminton Club,4.0,night_club,Irvine
Lemondrop Club,3.7,night_club,Irvine
Shady Canyon Golf Club,4.6,night_club,Irvine
South Lake Beach Club,4.6,night_club,Irvine
Tstreet Volleyball Club,4.7,night_club,Irvine
"Wine Cellar Club, inc.",4.8,night_club,Irvine
South Lake Tennis Club,4.4,night_club,Irvine
The Duck Club (IRWD),4.8,night_club,Irvine
The Spot,4.0,night_club,Irvine
Orange County Motor Club,2.5,night_club,Irvine
Dolphin Club-Eastshore School,0.0,night_club,Irvine
Equinox Sports Club,3.2,night_club,Irvine
North Italia,4.5,restaurant,Irvine
Cucina Enoteca Irvine,4.3,restaurant,Irvine
HiroNori Craft Ramen,4.7,restaurant,Irvine
Habana Restaurant,4.4,restaurant,Irvine
Fukada,4.5,restaurant,Irvine
A&J Restaurant,4.4,restaurant,Irvine
Houston's,4.5,restaurant,Irvine
Two Left Forks,4.4,restaurant,Irvine
Bistango,4.5,restaurant,Irvine
Urban Seoul Restaurant,4.3,restaurant,Irvine
California Fish Grill,4.4,restaurant,Irvine
Il Fornaio Irvine,4.5,restaurant,Irvine
O Fine Japanese Cuisine-Irvine,4.2,restaurant,Irvine
Andrei's Conscious Cuisine & Cocktails,4.5,restaurant,Irvine
Panini Kabob Grill - Irvine Park Place,4.5,restaurant,Irvine
Puesto Los Olivos Irvine,4.3,restaurant,Irvine
Lazy Dog Restaurant & Bar,4.4,restaurant,Irvine
CAVA,4.5,restaurant,Irvine
Urban Plates,4.4,restaurant,Irvine
Wood Ranch,4.4,restaurant,Irvine
Cypress Village Shopping Center,4.2,shopping_mall,Irvine
Woodbury Town Center,4.4,shopping_mall,Irvine
The Square,4.2,shopping_mall,Irvine
I Spa,4.5,spa,Irvine
Body Rhythms,4.7,spa,Irvine
Revival Spa,4.1,spa,Irvine
Bellagio Spa & Salon Orchard Hills,4.4,spa,Irvine
Majestic Spa,3.8,spa,Irvine
Grand Orient Retreat Spa 登琪爾 SPA 爾灣旗艦館,5.0,spa,Irvine
Total Woman Irvine,3.2,spa,Irvine
Majestic Spa,3.9,spa,Irvine
Majestic Spa,3.5,spa,Irvine
Synergie Spa,0.0,spa,Irvine
LeShay's Salon & Spa,4.8,spa,Irvine
MassageLuXe,4.3,spa,Irvine
Amoderm Cosmetic and Wellness Medical Center,4.9,spa,Irvine
Lemon And Honey Day Spa,4.6,spa,Irvine
Happy Nails & Spa,3.2,spa,Irvine
Signature Medical Spa,3.0,spa,Irvine
CryoCareUSA Irvine Whole Body Cryotherapy Cryo Spa,5.0,spa,Irvine
Happy Nails & Spa,2.9,spa,Irvine
Massage Envy - Irvine Northpark Plaza,4.1,spa,Irvine
Younique Massage Spa,4.4,spa,Irvine
Irvine Stadium,4.6,stadium,Irvine
Deanna Manning Stadium,5.0,stadium,Irvine
Championship Stadium,4.6,stadium,Irvine
Orange County Great Park Tennis Stadium,4.7,stadium,Irvine
Anteater Stadium,4.3,stadium,Irvine
Anteater Ballpark,4.7,stadium,Irvine
Arena On the Run,0.0,stadium,Irvine
The Great Park Soccer Complex,4.7,stadium,Irvine
Great Park Championship Soccer Stadium,4.5,stadium,Irvine
UCI Stadium,0.0,stadium,Irvine
Regal Edwards Market Place,4.4,stadium,Irvine
UCI Esports Arena,4.9,stadium,Irvine
Great Park Ice & FivePoint Arena,4.6,stadium,Irvine
"Orange County Great Park, Soccer Fields",4.5,stadium,Irvine
Orange County Great Park,4.4,stadium,Irvine
Crawford Athletics Complex,4.0,stadium,Irvine
Great Park Soccer Complex,4.7,stadium,Irvine
Windrow Community Park,4.4,stadium,Irvine
Stadium Properties LLC,0.0,stadium,Irvine
Great Park ICE & FivePoint Arena,4.9,stadium,Irvine
Orange County Zoo,4.6,zoo,Irvine
Irvine Park Railroad,4.7,zoo,Irvine
Santa Ana Zoo,4.2,zoo,Irvine
Irvine Regional Park,4.7,zoo,Irvine
The Westin Long Beach,4.3,hotel,Long Beach
Hyatt Regency Long Beach,4.5,hotel,Long Beach
Hilton Long Beach,4.2,hotel,Long Beach
Renaissance Long Beach Hotel,4.3,hotel,Long Beach
Long Beach Marriott,4.3,hotel,Long Beach
Courtyard by Marriott Long Beach Downtown,4.2,hotel,Long Beach
Hotel Royal,4.5,hotel,Long Beach
"The Cove Hotel, an Ascend Hotel Collection Member",4.5,hotel,Long Beach
Courtyard by Marriott Long Beach Airport,4.4,hotel,Long Beach
Hyatt Centric The Pike Long Beach,4.5,hotel,Long Beach
The Varden Hotel,4.4,hotel,Long Beach
Residence Inn by Marriott Long Beach,4.3,hotel,Long Beach
Hotel Maya - a DoubleTree by Hilton,4.4,hotel,Long Beach
Best Western of Long Beach,3.9,hotel,Long Beach
Greenleaf Hotel Long Beach Convention Center,3.4,hotel,Long Beach
Broadlind Hotel at Long Beach Convention Center,3.5,hotel,Long Beach
Golden Sails Hotel,3.9,hotel,Long Beach
Holiday Inn Long Beach Downtown Area,4.0,hotel,Long Beach
Hampton Inn Long Beach Airport,4.4,hotel,Long Beach
Holiday Inn Long Beach Airport,4.1,hotel,Long Beach
The Federal Long Beach,4.3,bar,Long Beach
The Exhibition Room - Long Beach Craft Cocktails,4.6,bar,Long Beach
The Stache Bar,4.4,bar,Long Beach
Alex's Bar,4.5,bar,Long Beach
Joe Jost's,4.7,bar,Long Beach
Blind Donkey,4.5,bar,Long Beach
Congregation Ale House Long Beach Chapter,4.5,bar,Long Beach
Pike Restaurant & Bar,4.5,bar,Long Beach
Willmore Wine Bar,4.7,bar,Long Beach
The Hawk,4.6,bar,Long Beach
Roundin' 3rd Sports Bar & Grill,4.6,bar,Long Beach
BO-beau kitchen + roof tap,4.4,bar,Long Beach
The Stave Bar,4.4,bar,Long Beach
Observation Bar,4.5,bar,Long Beach
Harvelle's Long Beach,4.4,bar,Long Beach
Mezcalero,4.6,bar,Long Beach
Gaslamp Music + Bar + Kitchen,4.4,bar,Long Beach
House of Hayden,4.5,bar,Long Beach
The Auld Dubliner,4.5,bar,Long Beach
The Wine Bar,4.6,bar,Long Beach
Loaded Cafe Restaurants Long Beach,4.4,cafe,Long Beach
Blackbird Cafe Inc,4.4,cafe,Long Beach
Coffee Cup Cafe,4.6,cafe,Long Beach
The Potholder Cafe,4.6,cafe,Long Beach
Fantastic Cafe,4.2,cafe,Long Beach
Grounds Bakery & Cafe,4.6,cafe,Long Beach
Royal Cup Cafe & Coffee Shop,4.5,cafe,Long Beach
Delightful Crepes Cafe,4.4,cafe,Long Beach
Pandor Artisan Bakery and Café,4.4,cafe,Long Beach
Long Beach Cafe,4.5,cafe,Long Beach
SideYard Cafe,4.4,cafe,Long Beach
Wide Eyes Open Palms,4.9,cafe,Long Beach
Cafe Cabinet,4.8,cafe,Long Beach
Donburi Cafe,4.5,cafe,Long Beach
Egg Heaven Cafe,4.4,cafe,Long Beach
Viento Y Agua,4.7,cafe,Long Beach
George’s Greek Cafe,4.5,cafe,Long Beach
George's Greek Cafe,4.0,cafe,Long Beach
Tierra Mia Coffee,4.6,cafe,Long Beach
The Birdcage Coffee House,4.5,cafe,Long Beach
The Gardens Casino,3.9,casino,Long Beach
Crystal Casino,3.3,casino,Long Beach
Reldom Corporation,0.0,casino,Long Beach
The Ocean Star Resort & Casino,0.0,casino,Long Beach
Aces Casino Dealer Training,0.0,casino,Long Beach
The Bicycle Hotel & Casino,4.1,casino,Long Beach
LA Night Casino & Entertainment Company,4.0,casino,Long Beach
Casino De Paris Inc,3.0,casino,Long Beach
Looff's Amusements,4.4,casino,Long Beach
Crystal Casino & Hotel,4.7,casino,Long Beach
Hustler Casino,3.9,casino,Long Beach
Ace High Casino Rentals,4.6,casino,Long Beach
Larry Flynt's Lucky Lady Casino,3.8,casino,Long Beach
"Dr. Epifania G. Casino, MD",0.0,casino,Long Beach
ACME Player Services,4.3,casino,Long Beach
La Quinta Inn & Suites by Wyndham NE Long Beach/Cypress,3.9,casino,Long Beach
Casino De Paris,0.0,casino,Long Beach
Pechanga Long Beach Bus Pickup,5.0,casino,Long Beach
"ACME Player Services, LLC",4.0,casino,Long Beach
Long Beach Marriott,4.3,casino,Long Beach
The Queen Mary,4.3,museum,Long Beach
Long Beach Museum of Art,4.4,museum,Long Beach
Museum of Latin American Art (MOLAA),4.5,museum,Long Beach
University Art Museum,4.5,museum,Long Beach
Pacific Island Ethnic Art Museum,4.4,museum,Long Beach
Rancho Los Alamitos,4.7,museum,Long Beach
Rancho Los Cerritos,4.8,museum,Long Beach
Long Beach Firefighter's Museum,4.6,museum,Long Beach
Historical Society of Long Beach,4.7,museum,Long Beach
Columbia Memorial Space Center,4.4,museum,Long Beach
Dominguez Rancho Adobe Museum,4.7,museum,Long Beach
International Printing Museum,4.7,museum,Long Beach
Lomita Railroad Museum,4.4,museum,Long Beach
The Los Angeles County Fire Museum,4.8,museum,Long Beach
Agape Children's Museum,5.0,museum,Long Beach
Long Beach Lifeguard Museum,5.0,museum,Long Beach
Buena Park Historical Society,4.7,museum,Long Beach
Outer Limits Tattoo & Museum,4.8,museum,Long Beach
Red Car Museum,4.0,museum,Long Beach
Sevilla Nightclub of Long Beach,3.5,night_club,Long Beach
Alegria Nightclub,4.6,night_club,Long Beach
Executive Suite,4.1,night_club,Long Beach
Kavali Night Club,3.1,night_club,Long Beach
Cowboy Country,4.6,night_club,Long Beach
Los Potrillos Light Club,3.9,night_club,Long Beach
The Silver Fox,4.4,night_club,Long Beach
PCH Club,4.3,night_club,Long Beach
MADhaus performance venue,2.0,night_club,Long Beach
Boys & Girls Clubs of Long Beach,5.0,night_club,Long Beach
Laugh Factory,4.3,night_club,Long Beach
Fully Fullwoods Live Reggae Sunday,4.5,night_club,Long Beach
Evolution Entertainment,4.0,night_club,Long Beach
Cafe Sevilla of Long Beach,4.2,night_club,Long Beach
Club Ripples,3.9,night_club,Long Beach
Seabird Jazz Lounge,4.2,night_club,Long Beach
Que Sera,4.1,night_club,Long Beach
Boys & Girls Clubs-Long Beach,4.6,night_club,Long Beach
Harvelle's Long Beach,4.4,night_club,Long Beach
Next Door by Agaves,4.1,night_club,Long Beach
BO-beau kitchen + roof tap,4.4,restaurant,Long Beach
Nick's on 2nd Long Beach,4.7,restaurant,Long Beach
Parkers' Lighthouse,4.4,restaurant,Long Beach
Open Sesame,4.6,restaurant,Long Beach
Sura Korean BBQ & Tofu House Restaurant - Long Beach,4.5,restaurant,Long Beach
L'Opera Italian Restaurant,4.6,restaurant,Long Beach
La Parolaccia Osteria - Long Beach,4.7,restaurant,Long Beach
Ellie's,4.5,restaurant,Long Beach
Tantalum Restaurant,4.5,restaurant,Long Beach
Yard House,4.3,restaurant,Long Beach
George's Greek Cafe,4.5,restaurant,Long Beach
PRIME by Shenandoah,4.7,restaurant,Long Beach
Jongewaard's Bake n Broil,4.6,restaurant,Long Beach
The Attic,4.5,restaurant,Long Beach
Schooner Or Later,4.5,restaurant,Long Beach
Pier 76 Fish Grill,4.5,restaurant,Long Beach
Saint & Second,4.6,restaurant,Long Beach
Phnom Penh Noodle Shack,4.6,restaurant,Long Beach
Michael's on Naples Ristorante,4.6,restaurant,Long Beach
Creme De La Crepe,4.5,restaurant,Long Beach
Long Beach Plaza & Mini Mall,4.1,shopping_mall,Long Beach
La Dolce Vita Spa,4.1,spa,Long Beach
Mr and Ms Day Spa,4.7,spa,Long Beach
Resplendent Day Spa,5.0,spa,Long Beach
Bliss on Broadway,4.4,spa,Long Beach
The Petite Retreat,5.0,spa,Long Beach
Hudavi Wellness Spa,5.0,spa,Long Beach
Sanctuary Spa & Skin Care,4.7,spa,Long Beach
Belmont Shore Spa,4.5,spa,Long Beach
Ambiance Skin Care & Day Spa,4.3,spa,Long Beach
"True Beauty Wellness Spa, Skin Tightening|Chemical Peels|Hydra-Dermabrasion Facial",4.1,spa,Long Beach
Moonlight Fusion Spa,4.7,spa,Long Beach
Dee Dee Thai Spa,4.1,spa,Long Beach
"G-Spa Massage Clinic, LLC",5.0,spa,Long Beach
Rejuvenate Spa,4.9,spa,Long Beach
A Silent Moment Organic Spa,4.8,spa,Long Beach
Queen Mary Spa & Salon,4.2,spa,Long Beach
Golden Spa Foot Massage,4.2,spa,Long Beach
Lebua Thai Massage & Spa,4.7,spa,Long Beach
RB Spa & Beauty,4.5,spa,Long Beach
Oceana Day Spa,4.4,spa,Long Beach
Veterans Memorial Stadium,4.5,stadium,Long Beach
Long Beach Convention & Entertainment Center,4.4,stadium,Long Beach
Walter Pyramid,4.6,stadium,Long Beach
Cabrillo Jaguar Stadium,4.6,stadium,Long Beach
Marine Stadium,4.5,stadium,Long Beach
Regal Edwards Long Beach & IMAX,4.3,stadium,Long Beach
Jack Rose Track,4.6,stadium,Long Beach
Blair Field,4.6,stadium,Long Beach
Graduation Commencement Ceremonies,4.7,stadium,Long Beach
Marine Stadium Reserve,4.4,stadium,Long Beach
Marine Stadium,5.0,stadium,Long Beach
The Long Beach Dragon Boat Festival,4.5,stadium,Long Beach
Marine Stadium Playground,4.6,stadium,Long Beach
SouthShore Launch Ramp,4.1,stadium,Long Beach
Long Beach Rowing Association,4.3,stadium,Long Beach
Long Beach Convention Center,4.2,stadium,Long Beach
72th Street Arena,4.3,stadium,Long Beach
