name,rating,Interest Type,City
Staybridge Suites Albuquerque North,4.3,casino,Albuquerque
Motel 6 Albuquerque North,3.6,casino,Albuquerque
Council Room Restaurant & Bar,3.0,casino,Albuquerque
Albuquerque Museum,4.6,museum,Albuquerque
New Mexico Museum of Natural History and Science,4.6,museum,Albuquerque
National Museum of Nuclear Science & History,4.7,museum,Albuquerque
Explora,4.8,museum,Albuquerque
Turquoise Museum,4.4,museum,Albuquerque
Indian Pueblo Cultural Center,4.4,museum,Albuquerque
Rattlesnake Museum,4.5,museum,Albuquerque
Unser Racing Museum,4.6,museum,Albuquerque
ABQ BioPark - Zoo,4.5,museum,Albuquerque
Anderson Abruzzo Albuquerque International Balloon Museum,4.6,museum,Albuquerque
Maxwell Museum of Anthropology,4.5,museum,Albuquerque
Holocaust & Intolerance Museum of New Mexico,4.6,museum,Albuquerque
National Hispanic Cultural Center,4.4,museum,Albuquerque
Casa San Ysidro,4.8,museum,Albuquerque
Hot Air Balloon Museum,4.8,museum,Albuquerque
University Art Museum,4.4,museum,Albuquerque
Telephone Pioneer Museum,4.7,museum,Albuquerque
Wheels Museum Inc,3.9,museum,Albuquerque
New Mexico Steam Locomotive,4.8,museum,Albuquerque
Slate Cafe At the Museum,4.0,museum,Albuquerque
Posh Nightclub,3.5,night_club,Albuquerque
Effex NightClub,3.6,night_club,Albuquerque
Imbibe Nob Hill,3.2,night_club,Albuquerque
Albuquerque Press Club,4.6,night_club,Albuquerque
Club Rio,3.4,night_club,Albuquerque
Cananas,3.9,night_club,Albuquerque
Lotus Nightclub & VIP Ultralounge,3.0,night_club,Albuquerque
QBar Lounge,3.4,night_club,Albuquerque
Casa Esencia,2.8,night_club,Albuquerque
Twist Nightclub,4.4,night_club,Albuquerque
Salsa dancing,0.0,night_club,Albuquerque
Albuquerque Social Club,4.2,night_club,Albuquerque
TD's North Showclub,3.0,night_club,Albuquerque
Albuquerque Entertainment .Com,1.0,night_club,Albuquerque
The Library Bar & Grill,3.9,night_club,Albuquerque
ONYX Nightclub,0.0,night_club,Albuquerque
The Eiffel Tower,3.3,night_club,Albuquerque
1629 Club,4.7,night_club,Albuquerque
Leo's,3.9,night_club,Albuquerque
Albuquerque Square Dance Club,4.3,night_club,Albuquerque
Frontier,4.5,restaurant,Albuquerque
Antiquity Restaurant,4.7,restaurant,Albuquerque
Pappadeaux Seafood Kitchen,4.6,restaurant,Albuquerque
Monroe's Restaurant,4.4,restaurant,Albuquerque
Range Cafe,4.5,restaurant,Albuquerque
Padilla's Mexican Kitchen,4.6,restaurant,Albuquerque
Guava Tree Cafe,4.6,restaurant,Albuquerque
Cocina Azul,4.4,restaurant,Albuquerque
Thai Vegan,4.6,restaurant,Albuquerque
La Crepe Michel,4.6,restaurant,Albuquerque
Vic's Daily Cafe,4.7,restaurant,Albuquerque
Mary & Tito's Cafe,4.5,restaurant,Albuquerque
Farina Pizzeria,4.6,restaurant,Albuquerque
"The Cellar Tapas, Beer and Wine",4.5,restaurant,Albuquerque
"Rudy's ""Country Store"" and Bar-B-Q",4.6,restaurant,Albuquerque
High Noon Restaurant & Saloon,4.4,restaurant,Albuquerque
Le Troquet,4.7,restaurant,Albuquerque
Saggios,4.5,restaurant,Albuquerque
Monroe's Restaurant,4.5,restaurant,Albuquerque
Artichoke Cafe,4.4,restaurant,Albuquerque
El Dorado Square Shopping Center,4.0,shopping_mall,Albuquerque
Montano Plaza,4.2,shopping_mall,Albuquerque
Betty's Bath & Day Spa,4.7,spa,Albuquerque
Green Reed Spa,4.3,spa,Albuquerque
The Remedy Day Spa,4.7,spa,Albuquerque
True REST Float Spa,4.8,spa,Albuquerque
The Back Porch Day Spa,4.6,spa,Albuquerque
La Bella Spa & Salon,3.8,spa,Albuquerque
Casa Verde Salon Spa,4.6,spa,Albuquerque
Yes Organic Boutique and Spa,5.0,spa,Albuquerque
Bliss Salon & Spa,4.1,spa,Albuquerque
The Doc Spa,4.3,spa,Albuquerque
Patty's Salon & Spa,4.8,spa,Albuquerque
AlluraDerm MD Med Spa,4.8,spa,Albuquerque
Das Spa,4.2,spa,Albuquerque
Broadway Skin & Body Retreat,5.0,spa,Albuquerque
Gambei Wellness Spa & Salon,4.9,spa,Albuquerque
Belleza Med Spa LLC,4.9,spa,Albuquerque
Spa at Isleta,4.1,spa,Albuquerque
Flawless Med Spa,4.5,spa,Albuquerque
Oasis Med Spa at WSNM,4.3,spa,Albuquerque
Skin Bliss Beauty of Health,4.7,spa,Albuquerque
Dreamstyle Stadium,4.4,stadium,Albuquerque
Nusenda Community Stadium,4.5,stadium,Albuquerque
Milne Stadium,4.1,stadium,Albuquerque
Wilson Stadium,4.2,stadium,Albuquerque
Isotopes Park,4.7,stadium,Albuquerque
APS Soccer Complex,4.2,stadium,Albuquerque
Albuquerque Academy Stadium,5.0,stadium,Albuquerque
Valley High Track & Football Field,4.3,stadium,Albuquerque
Lobo Softball Field,0.0,stadium,Albuquerque
Stadium Super Market,4.0,stadium,Albuquerque
Stadium Package Liquors,4.4,stadium,Albuquerque
Tingley Coliseum,4.0,stadium,Albuquerque
ABQ BioPark - Zoo,4.5,zoo,Albuquerque
Renaissance Phoenix Downtown Hotel,4.5,hotel,Phoenix
Hyatt Regency Phoenix,4.4,hotel,Phoenix
Hilton Phoenix Airport,4.3,hotel,Phoenix
Courtyard by Marriott Phoenix Downtown,4.5,hotel,Phoenix
Radisson Hotel Phoenix Airport,4.1,hotel,Phoenix
SpringHill Suites by Marriott Phoenix Downtown,4.4,hotel,Phoenix
Hilton Garden Inn Phoenix Downtown,4.5,hotel,Phoenix
Holiday Inn Phoenix-West,4.1,hotel,Phoenix
Courtyard by Marriott Phoenix Airport,4.2,hotel,Phoenix
Holiday Inn & Suites Phoenix Airport,4.2,hotel,Phoenix
Residence Inn by Marriott Phoenix Downtown,4.6,hotel,Phoenix
Residence Inn by Marriott Phoenix Airport,4.2,hotel,Phoenix
DoubleTree Suites by Hilton Hotel Phoenix,4.1,hotel,Phoenix
Holiday Inn Express & Suites Phoenix Downtown - Ballpark,4.3,hotel,Phoenix
Hilton Garden Inn Phoenix Midtown,4.0,hotel,Phoenix
Candlewood Suites Phoenix,4.1,hotel,Phoenix
Courtyard by Marriott Phoenix Camelback,4.2,hotel,Phoenix
Holiday Inn Express & Suites Phoenix Airport,4.3,hotel,Phoenix
Hampton Inn Phoenix-Midtown-Downtown Area,4.3,hotel,Phoenix
Residence Inn by Marriott Phoenix,4.1,hotel,Phoenix
Enchanted Island Amusement Park,4.2,amusement_park,Phoenix
Amusement Park Rides (Phoenix Park & Swap),4.4,amusement_park,Phoenix
Castles N' Coasters,4.3,amusement_park,Phoenix
"Illumination, Symphony of Light",4.4,amusement_park,Phoenix
Koupons 4 Kids,0.0,amusement_park,Phoenix
CrackerJax,3.7,amusement_park,Phoenix
NASCAR Racing Experience and Richard Petty Driving Experience,4.6,amusement_park,Phoenix
Pangaea Land of the Dinosaurs,3.9,amusement_park,Phoenix
Arizona Grand Resort & Spa,4.3,amusement_park,Phoenix
Gravity Extreme Zone Trampoline and Adventure Park,4.5,amusement_park,Phoenix
Oasis Water Park,4.2,amusement_park,Phoenix
Daisy Mountain Railroad,4.8,amusement_park,Phoenix
Marina Tours & Travel,3.9,amusement_park,Phoenix
SplashPad at CityScape,0.0,amusement_park,Phoenix
The Bar,4.7,bar,Phoenix
UnderTow,4.7,bar,Phoenix
Valley Bar,4.4,bar,Phoenix
Cobra Arcade Bar,4.4,bar,Phoenix
The Lost Leaf,4.6,bar,Phoenix
The Whining Pig Downtown,4.6,bar,Phoenix
Gracie's Tax Bar,4.6,bar,Phoenix
The Little Woody,4.6,bar,Phoenix
Bitter & Twisted Cocktail Parlour,4.5,bar,Phoenix
SideBar,4.6,bar,Phoenix
The Whining Pig,4.6,bar,Phoenix
Lustre Rooftop Bar,4.2,bar,Phoenix
Nu Towne Saloon,4.3,bar,Phoenix
Dirty's Topless Sports Bar & Grill,4.3,bar,Phoenix
Honor Amongst Thieves,4.4,bar,Phoenix
Boycott Bar,4.7,bar,Phoenix
Wanderin,4.2,bar,Phoenix
Bikini Lounge,4.3,bar,Phoenix
Bar Smith,4.3,bar,Phoenix
Rosie McCaffrey's Irish Pub & Restaurant,4.5,bar,Phoenix
Fair Trade Cafe,4.5,cafe,Phoenix
Tres Leches Café,4.8,cafe,Phoenix
Phoenix Public Market Café,4.5,cafe,Phoenix
The Refuge Café,4.6,cafe,Phoenix
Lux Central,4.6,cafe,Phoenix
Essence Bakery Cafe,4.5,cafe,Phoenix
Otro Cafe,4.5,cafe,Phoenix
Lola Coffee,4.6,cafe,Phoenix
Songbird Coffee & Tea House,4.8,cafe,Phoenix
5th Avenue Cafe,4.5,cafe,Phoenix
Spoonz Cafe,4.1,cafe,Phoenix
Copper Star Coffee,4.7,cafe,Phoenix
Pomegranate Cafe,4.5,cafe,Phoenix
The Grand,4.5,cafe,Phoenix
Bicycle Nomad Café,4.9,cafe,Phoenix
Kneaders Bakery & Cafe,4.4,cafe,Phoenix
Tryst Cafe,4.4,cafe,Phoenix
Hidden Track Café,4.7,cafe,Phoenix
The Oink Cafe - Paradise Valley,4.4,cafe,Phoenix
Ollie Vaughn's,4.7,cafe,Phoenix
Wild Horse Pass Hotel & Casino,4.1,casino,Phoenix
Desert Diamond Casino - West Valley,3.7,casino,Phoenix
Vee Quiva Hotel & Casino,4.1,casino,Phoenix
Gila River Casinos,3.3,casino,Phoenix
Casino Arizona at Talking Stick Resort,4.1,casino,Phoenix
Lone Butte Casino,4.0,casino,Phoenix
2 Cubans Sports Bet,2.0,casino,Phoenix
Talking Stick Resort,4.3,casino,Phoenix
The Arena Poker Room,4.4,casino,Phoenix
Casino Arizona,4.0,casino,Phoenix
RAM Group,0.0,casino,Phoenix
Rye Park Gaming,4.6,casino,Phoenix
Design Works Gaming,4.9,casino,Phoenix
Sheraton Grand at Wild Horse Pass,4.5,casino,Phoenix
Harrah's Ak-Chin Hotel & Casino,4.1,casino,Phoenix
Fort McDowell Casino,3.9,casino,Phoenix
Casino Arizona Field (PRFC Soccer Complex),4.7,casino,Phoenix
Wandering Horse Buffet,4.4,casino,Phoenix
We-Ko-Pa Resort and Conference Center,4.4,casino,Phoenix
Orange Sky,4.4,casino,Phoenix
Children’s Museum of Phoenix,4.7,museum,Phoenix
Phoenix Art Museum,4.6,museum,Phoenix
Heard Museum,4.7,museum,Phoenix
Musical Instrument Museum,4.8,museum,Phoenix
Arizona Science Center,3.9,museum,Phoenix
Desert Botanical Garden,4.7,museum,Phoenix
Pueblo Grande Museum,4.4,museum,Phoenix
Wells Fargo Museum,4.6,museum,Phoenix
Arizona Capitol Museum,4.4,museum,Phoenix
Arizona Military Museum,4.6,museum,Phoenix
Hall of Flame Fire Museum,4.6,museum,Phoenix
Scottsdale Museum of the West,4.6,museum,Phoenix
Shemer Art Center,4.4,museum,Phoenix
Tempe History Museum,4.6,museum,Phoenix
Penske Racing Museum,4.7,museum,Phoenix
ASU Art Museum,4.4,museum,Phoenix
Mesa Arts Center,4.7,museum,Phoenix
Buddy Stubbs Harley-Davidson,4.6,museum,Phoenix
Pioneer Telephone Museum,3.8,museum,Phoenix
Rosson House Museum at Heritage Square,4.7,museum,Phoenix
Karamba Nightclub,4.2,night_club,Phoenix
Club Dwntwn,4.0,night_club,Phoenix
Club Luxx,2.6,night_club,Phoenix
Monarch Theatre,3.3,night_club,Phoenix
Q's Nightclub,2.8,night_club,Phoenix
Charlie's Phoenix,4.0,night_club,Phoenix
The Cash Nightclub & Lounge,3.8,night_club,Phoenix
Phoenix Night Club,3.9,night_club,Phoenix
Char's Has the Blues,4.5,night_club,Phoenix
El Tenampa Bar Nightclub,4.5,night_club,Phoenix
Bandaids Showclub,3.7,night_club,Phoenix
El Capri,4.1,night_club,Phoenix
Gypsy Bar,4.1,night_club,Phoenix
Antro Nightclub,3.9,night_club,Phoenix
Pachanga Disco Bar,3.5,night_club,Phoenix
Classico Phoenix Nightclub,3.1,night_club,Phoenix
Paris of Scottsdale,3.5,night_club,Phoenix
Lalo's Cantina & Dancing,4.9,night_club,Phoenix
Down2Pound Clubhouse,5.0,night_club,Phoenix
Dirty's Topless Sports Bar & Grill,4.3,night_club,Phoenix
Little Miss BBQ,4.8,restaurant,Phoenix
Bobby-Q BBQ Restaurant and Steakhouse,4.6,restaurant,Phoenix
Restaurant Progress,4.8,restaurant,Phoenix
Rusconi's American Kitchen,4.8,restaurant,Phoenix
Steak 44,4.7,restaurant,Phoenix
Different Pointe of View,4.6,restaurant,Phoenix
Pa'la,4.7,restaurant,Phoenix
The Capital Grille,4.7,restaurant,Phoenix
POMO Pizzeria - Downtown Phoenix,4.6,restaurant,Phoenix
Dick's Hideaway,4.7,restaurant,Phoenix
Chelsea's Kitchen,4.5,restaurant,Phoenix
Beckett's Table,4.5,restaurant,Phoenix
Matt's Big Breakfast,4.5,restaurant,Phoenix
The Macintosh,4.5,restaurant,Phoenix
Fuego Bistro,4.6,restaurant,Phoenix
Green New American Vegetarian,4.7,restaurant,Phoenix
Binkleys Restaurant,4.6,restaurant,Phoenix
Original Breakfast House,4.6,restaurant,Phoenix
The Gladly Restaurant,4.6,restaurant,Phoenix
Angels Trumpet Ale House,4.6,restaurant,Phoenix
Desert Sky Mall,3.9,shopping_mall,Phoenix
Alvadora Spa,4.6,spa,Phoenix
Revive Spa,4.7,spa,Phoenix
New Serenity Spa - Facial and Massage in Scottsdale,4.9,spa,Phoenix
Arizona Grand Spa,4.5,spa,Phoenix
Senza Pelo Med Spa,4.9,spa,Phoenix
The Red Door Salon & Spa,4.7,spa,Phoenix
The Clarendon Hotel and Spa by GreenTree,4.4,spa,Phoenix
Tocaloma Spa & Salon,4.5,spa,Phoenix
Hand & Stone Massage and Facial Spa,4.4,spa,Phoenix
Suddenly Slimmer Day and Med Spa,4.9,spa,Phoenix
Tocasierra Spa & Salon,3.8,spa,Phoenix
The Roose Parlour and Spa,4.8,spa,Phoenix
Gigi's Mind Body & Soul Spa,4.3,spa,Phoenix
rePose Salon and Spa,5.0,spa,Phoenix
Distinctive Salon and Spa Central Phoenix,4.7,spa,Phoenix
Mist Facial Spa in Laveen,0.0,spa,Phoenix
Madison Avenue Salon & Day Spa,4.4,spa,Phoenix
Juniper Botanical Spa and Nail Artistry,5.0,spa,Phoenix
Turn Back Time Spa & Wellness Clinic,4.2,spa,Phoenix
The Spa At Camelback Inn,4.9,spa,Phoenix
University of Phoenix Stadium,4.6,stadium,Phoenix
Phoenix Municipal Stadium,4.5,stadium,Phoenix
Chase Field,4.6,stadium,Phoenix
Phoenix Zoo,4.5,zoo,Phoenix
OdySea Aquarium,4.4,zoo,Phoenix
Holiday Inn University Center Gainesville,4.1,hotel,Gainesville
AC Hotel Gainesville Downtown,4.5,hotel,Gainesville
SpringHill Suites by Marriott Gainesville,4.4,hotel,Gainesville
Hampton Inn & Suites Gainesville-Downtown,4.4,hotel,Gainesville
Hilton University of Florida Conference Center Gainesville,4.4,hotel,Gainesville
Wyndham Garden Gainesville,3.5,hotel,Gainesville
Drury Inn & Suites Gainesville,4.8,hotel,Gainesville
Aloft Gainesville University Area,4.3,hotel,Gainesville
Courtyard by Marriott Gainesville,4.1,hotel,Gainesville
Sleep Inn & Suites University/Shands,4.4,hotel,Gainesville
DoubleTree by Hilton Gainesville,4.5,hotel,Gainesville
Baymont by Wyndham Gainesville,3.5,hotel,Gainesville
Fairfield Inn & Suites by Marriott Gainesville I-75,4.6,hotel,Gainesville
WoodSpring Suites Gainesville I-75,3.7,hotel,Gainesville
Home2 Suites by Hilton Gainesville,4.5,hotel,Gainesville
Gainesville Lodge,3.6,hotel,Gainesville
La Quinta Inn by Wyndham Gainesville,3.8,hotel,Gainesville
hōm hotel + suites a Trademark Collection Hotel by Wyndham,4.2,hotel,Gainesville
Hilton Garden Inn Gainesville,4.3,hotel,Gainesville
Traveler's Inn,3.2,hotel,Gainesville
America's Escape Game Gainesville,4.8,amusement_park,Gainesville
Bouncers,3.9,amusement_park,Gainesville
Loosey's Downtown Gainesville,4.5,bar,Gainesville
"MOJO Hogtown Bar-B-Que, Smoked Meats Whiskey Bar",4.5,bar,Gainesville
Harry's Seafood Bar & Grille,4.4,bar,Gainesville
Formaggio's Bistro & Wine Bar,4.4,bar,Gainesville
Mother's Pub & Grill,4.2,bar,Gainesville
The Social at Midtown,3.9,bar,Gainesville
FAT DADDY'S,3.9,bar,Gainesville
Munegin's On 13th,4.3,bar,Gainesville
