Total Rating Counts,Average of Ratings,Max Number of Reviews,Average Number of Reviews,city_sort,interest_sort
1,4.5,10664.0,10664.0,"Portland,  OR",zoo
13,4.34,3959.0,840.46,"Raleigh,  NC",amusement_park
20,4.57,2350.0,540.65,"Raleigh,  NC",bar
20,4.53,1317.0,428.7,"Raleigh,  NC",cafe
16,3.46,2128.0,208.5,"Raleigh,  NC",casino
20,4.17,2128.0,689.45,"Raleigh,  NC",hotel
20,4.2,4685.0,512.35,"Raleigh,  NC",museum
20,3.92,630.0,145.25,"Raleigh,  NC",night_club
20,4.58,4136.0,1391.9,"Raleigh,  NC",restaurant
20,4.2,9103.0,1495.2,"Raleigh,  NC",shopping_mall
20,4.57,1108.0,139.25,"Raleigh,  NC",spa
15,4.55,5525.0,484.2,"Raleigh,  NC",stadium
8,4.69,10154.0,1535.88,"Raleigh,  NC",zoo
4,4.18,798.0,290.25,"Reno,  NV",amusement_park
20,4.47,433.0,216.25,"Reno,  NV",bar
20,4.46,525.0,187.9,"Reno,  NV",cafe
20,3.88,14345.0,4076.8,"Reno,  NV",casino
20,4.0,14345.0,4044.0,"Reno,  NV",hotel
14,3.91,1281.0,246.0,"Reno,  NV",museum
20,3.47,96.0,32.85,"Reno,  NV",night_club
20,4.57,900.0,388.3,"Reno,  NV",restaurant
20,4.04,4279.0,821.2,"Reno,  NV",shopping_mall
20,4.61,8372.0,463.7,"Reno,  NV",spa
20,3.8,1622.0,189.45,"Reno,  NV",stadium
2,4.3,391.0,391.0,"Reno,  NV",zoo
7,3.76,12995.0,2121.29,"Richmond,  VA",amusement_park
20,4.44,1538.0,412.75,"Richmond,  VA",bar
20,4.48,1163.0,388.45,"Richmond,  VA",cafe
19,3.66,4276.0,416.26,"Richmond,  VA",casino
20,4.2,1925.0,712.3,"Richmond,  VA",hotel
20,4.53,4276.0,666.15,"Richmond,  VA",museum
20,3.48,741.0,97.3,"Richmond,  VA",night_club
20,4.63,1955.0,706.55,"Richmond,  VA",restaurant
1,4.2,862.0,862.0,"Richmond,  VA",shopping_mall
20,4.63,355.0,72.75,"Richmond,  VA",spa
1,4.5,1890.0,1890.0,"Richmond,  VA",zoo
1,4.5,2031.0,2031.0,"Rochester,  NY",amusement_park
20,4.49,1402.0,309.2,"Rochester,  NY",bar
20,4.49,681.0,264.85,"Rochester,  NY",cafe
20,3.5,6482.0,598.05,"Rochester,  NY",casino
20,4.22,1339.0,524.85,"Rochester,  NY",hotel
20,3.93,642.0,92.65,"Rochester,  NY",night_club
20,4.64,4087.0,776.45,"Rochester,  NY",restaurant
6,4.2,4420.0,2055.5,"Rochester,  NY",shopping_mall
20,4.56,157.0,38.6,"Rochester,  NY",spa
16,3.83,1883.0,256.94,"Rochester,  NY",stadium
1,4.4,2490.0,2490.0,"Rochester,  NY",zoo
20,4.45,1742.0,411.65,"Sacramento,  CA",bar
20,4.47,1526.0,342.0,"Sacramento,  CA",cafe
20,3.76,12073.0,1345.95,"Sacramento,  CA",casino
20,4.03,2115.0,618.9,"Sacramento,  CA",hotel
20,4.03,12019.0,1170.25,"Sacramento,  CA",museum
20,3.96,277.0,115.2,"Sacramento,  CA",night_club
20,4.59,2009.0,692.9,"Sacramento,  CA",restaurant
10,4.14,10154.0,1675.3,"Sacramento,  CA",shopping_mall
20,4.47,427.0,65.55,"Sacramento,  CA",spa
20,4.22,6214.0,560.85,"Sacramento,  CA",stadium
1,4.3,3120.0,3120.0,"Sacramento,  CA",zoo
18,3.91,17176.0,1638.06,"Saint Louis,  MO",amusement_park
20,4.48,1597.0,452.9,"Saint Louis,  MO",bar
20,4.51,967.0,367.75,"Saint Louis,  MO",cafe
19,3.58,7229.0,1501.11,"Saint Louis,  MO",casino
20,4.31,7229.0,1704.0,"Saint Louis,  MO",hotel
20,4.63,10125.0,1530.65,"Saint Louis,  MO",museum
20,3.98,2982.0,417.7,"Saint Louis,  MO",night_club
20,4.68,4591.0,1298.3,"Saint Louis,  MO",restaurant
20,3.4,6178.0,634.1,"Saint Louis,  MO",shopping_mall
20,4.22,146.0,48.65,"Saint Louis,  MO",spa
12,4.15,15683.0,2263.83,"Saint Louis,  MO",stadium
1,4.8,16142.0,16142.0,"Saint Louis,  MO",zoo
10,4.25,641.0,145.3,"Saint Paul,  MN",amusement_park
20,4.39,1256.0,572.9,"Saint Paul,  MN",bar
20,4.51,2141.0,556.4,"Saint Paul,  MN",cafe
16,4.14,13091.0,1826.81,"Saint Paul,  MN",casino
20,4.04,1521.0,608.7,"Saint Paul,  MN",hotel
20,4.57,1405.0,263.9,"Saint Paul,  MN",museum
20,4.09,1020.0,485.25,"Saint Paul,  MN",night_club
20,4.56,2099.0,749.75,"Saint Paul,  MN",restaurant
20,3.85,1916.0,469.7,"Saint Paul,  MN",shopping_mall
20,4.3,438.0,78.65,"Saint Paul,  MN",spa
20,4.35,6330.0,482.2,"Saint Paul,  MN",stadium
6,4.6,8515.0,3479.67,"Saint Paul,  MN",zoo
11,4.07,1823.0,495.09,"Saint Petersburg,  FL",amusement_park
20,4.49,2121.0,664.6,"Saint Petersburg,  FL",bar
20,4.56,2200.0,417.7,"Saint Petersburg,  FL",cafe
6,4.35,22392.0,4026.83,"Saint Petersburg,  FL",casino
20,4.26,2236.0,755.75,"Saint Petersburg,  FL",hotel
20,3.93,6986.0,524.2,"Saint Petersburg,  FL",museum
20,4.31,1022.0,358.05,"Saint Petersburg,  FL",night_club
20,4.54,2642.0,854.1,"Saint Petersburg,  FL",restaurant
20,4.22,5298.0,797.9,"Saint Petersburg,  FL",shopping_mall
20,4.61,350.0,93.55,"Saint Petersburg,  FL",spa
2,4.45,7486.0,4117.5,"Saint Petersburg,  FL",stadium
16,4.32,10009.0,1706.38,"Saint Petersburg,  FL",zoo
20,4.38,1093.0,388.5,"Salem,  OR",bar
20,4.5,906.0,389.55,"Salem,  OR",cafe
9,4.4,8259.0,2378.78,"Salem,  OR",casino
20,3.7,858.0,365.05,"Salem,  OR",hotel
17,4.3,1475.0,209.88,"Salem,  OR",museum
20,3.74,276.0,76.45,"Salem,  OR",night_club
20,4.6,1308.0,467.7,"Salem,  OR",restaurant
2,4.1,518.0,355.5,"Salem,  OR",shopping_mall
20,4.34,118.0,36.85,"Salem,  OR",spa
10,2.27,414.0,50.7,"Salem,  OR",stadium
8,4.46,10664.0,2033.62,"Salem,  OR",zoo
4,4.47,10122.0,2944.5,"Salt Lake City,  UT",amusement_park
20,4.41,4216.0,1052.4,"Salt Lake City,  UT",bar
20,4.47,1712.0,581.35,"Salt Lake City,  UT",cafe
11,3.58,4088.0,903.27,"Salt Lake City,  UT",casino
20,4.2,4554.0,706.75,"Salt Lake City,  UT",hotel
20,4.12,9310.0,868.85,"Salt Lake City,  UT",museum
20,4.09,911.0,308.1,"Salt Lake City,  UT",night_club
20,4.53,4665.0,1506.85,"Salt Lake City,  UT",restaurant
20,3.92,9571.0,1111.65,"Salt Lake City,  UT",shopping_mall
20,4.63,824.0,144.85,"Salt Lake City,  UT",spa
20,3.68,5625.0,641.25,"Salt Lake City,  UT",stadium
9,4.62,7900.0,1119.67,"Salt Lake City,  UT",zoo
20,3.88,13135.0,1496.2,"San Antonio,  TX",amusement_park
20,4.4,2278.0,607.2,"San Antonio,  TX",bar
20,4.31,5464.0,750.25,"San Antonio,  TX",cafe
20,3.18,2217.0,529.95,"San Antonio,  TX",casino
20,4.33,3784.0,1531.85,"San Antonio,  TX",hotel
20,4.56,28943.0,2380.65,"San Antonio,  TX",museum
20,3.74,661.0,135.75,"San Antonio,  TX",night_club
20,4.54,7921.0,1825.0,"San Antonio,  TX",restaurant
20,4.33,9612.0,3671.95,"San Antonio,  TX",shopping_mall
20,4.42,510.0,86.85,"San Antonio,  TX",spa
20,4.46,5041.0,798.0,"San Antonio,  TX",stadium
1,4.5,9199.0,9199.0,"San Antonio,  TX",zoo
20,4.01,22931.0,1800.85,"San Diego,  CA",amusement_park
20,4.48,1449.0,608.9,"San Diego,  CA",bar
20,4.55,1274.0,420.95,"San Diego,  CA",cafe
20,3.95,9147.0,1175.0,"San Diego,  CA",casino
20,4.28,4811.0,1224.1,"San Diego,  CA",hotel
20,4.53,40717.0,3864.15,"San Diego,  CA",museum
20,3.84,368.0,127.5,"San Diego,  CA",night_club
20,4.6,3738.0,1042.65,"San Diego,  CA",restaurant
9,4.26,10862.0,2474.22,"San Diego,  CA",shopping_mall
20,4.58,342.0,64.2,"San Diego,  CA",spa
20,4.28,10169.0,957.9,"San Diego,  CA",stadium
4,4.45,27034.0,9783.25,"San Diego,  CA",zoo
20,4.32,7881.0,537.85,"San Francisco,  CA",amusement_park
20,4.46,2230.0,657.95,"San Francisco,  CA",bar
20,4.45,2042.0,579.9,"San Francisco,  CA",cafe
20,3.04,6533.0,838.8,"San Francisco,  CA",casino
20,4.19,7483.0,2206.15,"San Francisco,  CA",hotel
20,4.39,8548.0,1872.6,"San Francisco,  CA",museum
20,3.85,984.0,165.25,"San Francisco,  CA",night_club
20,4.62,3360.0,930.6,"San Francisco,  CA",restaurant
2,4.45,61808.0,37283.5,"San Francisco,  CA",shopping_mall
20,4.4,332.0,68.65,"San Francisco,  CA",spa
20,2.64,15047.0,837.75,"San Francisco,  CA",stadium
3,4.57,6652.0,2327.33,"San Francisco,  CA",zoo
20,3.45,7881.0,471.6,"San Jose,  CA",amusement_park
20,4.42,2885.0,566.8,"San Jose,  CA",bar
20,4.5,1275.0,347.45,"San Jose,  CA",cafe
5,3.64,1621.0,491.6,"San Jose,  CA",casino
20,4.1,3893.0,1075.45,"San Jose,  CA",hotel
20,3.78,418.0,81.3,"San Jose,  CA",night_club
20,4.47,2015.0,757.55,"San Jose,  CA",restaurant
20,4.14,11200.0,2389.0,"San Jose,  CA",shopping_mall
20,4.5,230.0,38.85,"San Jose,  CA",spa
20,3.96,8146.0,997.75,"San Jose,  CA",stadium
1,4.5,2598.0,2598.0,"San Jose,  CA",zoo
4,4.47,778.0,340.0,"Santa Barbara,  CA",amusement_park
20,4.44,878.0,236.25,"Santa Barbara,  CA",bar
20,4.45,583.0,235.6,"Santa Barbara,  CA",cafe
20,3.25,6135.0,459.9,"Santa Barbara,  CA",casino
20,4.39,1441.0,378.1,"Santa Barbara,  CA",hotel
20,4.54,1035.0,192.5,"Santa Barbara,  CA",museum
20,3.63,878.0,134.7,"Santa Barbara,  CA",night_club
20,4.57,1468.0,578.1,"Santa Barbara,  CA",restaurant
20,3.26,1686.0,253.3,"Santa Barbara,  CA",shopping_mall
20,4.26,70.0,22.15,"Santa Barbara,  CA",spa
15,3.17,142.0,29.07,"Santa Barbara,  CA",stadium
1,4.6,2798.0,2798.0,"Santa Barbara,  CA",zoo
4,4.45,1382.0,926.75,"Santa Rosa,  CA",amusement_park
20,4.36,984.0,232.95,"Santa Rosa,  CA",bar
20,4.51,630.0,260.65,"Santa Rosa,  CA",cafe
20,3.37,8160.0,670.75,"Santa Rosa,  CA",casino
20,3.74,958.0,326.15,"Santa Rosa,  CA",hotel
8,4.0,483.0,126.75,"Santa Rosa,  CA",museum
20,3.72,231.0,78.7,"Santa Rosa,  CA",night_club
20,4.57,626.0,360.55,"Santa Rosa,  CA",restaurant
20,3.45,2335.0,383.85,"Santa Rosa,  CA",shopping_mall
20,4.45,51.0,15.15,"Santa Rosa,  CA",spa
18,3.66,1251.0,210.11,"Santa Rosa,  CA",stadium
3,4.23,950.0,559.0,"Santa Rosa,  CA",zoo
1,4.0,3839.0,3839.0,"Seattle,  WA",amusement_park
20,4.49,2266.0,709.2,"Seattle,  WA",bar
20,4.53,2641.0,636.5,"Seattle,  WA",cafe
20,3.84,4103.0,368.8,"Seattle,  WA",casino
20,4.42,4392.0,1753.7,"Seattle,  WA",hotel
20,4.6,20280.0,3070.6,"Seattle,  WA",museum
20,3.96,599.0,141.7,"Seattle,  WA",night_club
20,4.6,2713.0,999.55,"Seattle,  WA",restaurant
20,4.57,287.0,86.3,"Seattle,  WA",spa
20,4.17,20280.0,2342.45,"Seattle,  WA",stadium
1,4.6,10987.0,10987.0,"Seattle,  WA",zoo
9,4.26,4903.0,889.56,"Spokane,  WA",amusement_park
20,4.46,933.0,345.85,"Spokane,  WA",bar
20,4.53,998.0,316.95,"Spokane,  WA",cafe
20,3.84,8249.0,916.4,"Spokane,  WA",casino
20,4.26,2323.0,649.75,"Spokane,  WA",hotel
20,3.24,674.0,48.2,"Spokane,  WA",museum
20,4.37,563.0,255.9,"Spokane,  WA",night_club
20,4.54,2041.0,709.95,"Spokane,  WA",restaurant
20,3.58,4697.0,1112.3,"Spokane,  WA",shopping_mall
20,4.58,78.0,28.1,"Spokane,  WA",spa
5,4.5,2502.0,754.6,"Spokane,  WA",stadium
8,4.05,3889.0,1127.5,"Spokane,  WA",zoo
5,3.66,578.0,146.0,"Springfield,  MO",amusement_park
20,4.46,566.0,254.3,"Springfield,  MO",bar
20,4.52,920.0,474.6,"Springfield,  MO",cafe
13,4.18,1220.0,278.0,"Springfield,  MO",casino
20,4.18,1533.0,595.65,"Springfield,  MO",hotel
13,4.26,6745.0,648.46,"Springfield,  MO",museum
20,4.22,538.0,122.7,"Springfield,  MO",night_club
20,4.61,1729.0,568.85,"Springfield,  MO",restaurant
1,4.2,5477.0,5477.0,"Springfield,  MO",shopping_mall
20,4.51,232.0,51.35,"Springfield,  MO",spa
20,2.82,1251.0,157.15,"Springfield,  MO",stadium
1,4.5,1763.0,1763.0,"Springfield,  MO",zoo
12,4.17,478.0,195.58,"Syracuse,  NY",amusement_park
20,4.45,859.0,374.8,"Syracuse,  NY",bar
20,4.52,857.0,177.9,"Syracuse,  NY",cafe
20,3.3,9836.0,1432.4,"Syracuse,  NY",casino
20,4.28,1531.0,548.05,"Syracuse,  NY",hotel
12,4.56,1479.0,244.33,"Syracuse,  NY",museum
20,3.71,484.0,67.8,"Syracuse,  NY",night_club
20,4.56,2068.0,710.7,"Syracuse,  NY",restaurant
20,4.17,9553.0,828.25,"Syracuse,  NY",shopping_mall
20,4.06,131.0,33.85,"Syracuse,  NY",spa
20,2.43,1549.0,203.7,"Syracuse,  NY",stadium
1,4.5,2741.0,2741.0,"Syracuse,  NY",zoo
6,3.12,3839.0,707.67,"Tacoma,  WA",amusement_park
20,4.45,1469.0,468.45,"Tacoma,  WA",bar
20,4.4,701.0,196.95,"Tacoma,  WA",cafe
6,3.82,6569.0,2652.67,"Tacoma,  WA",casino
20,3.78,6569.0,827.75,"Tacoma,  WA",hotel
20,4.62,1870.0,405.5,"Tacoma,  WA",museum
20,3.74,1453.0,196.6,"Tacoma,  WA",night_club
20,4.54,2029.0,848.55,"Tacoma,  WA",restaurant
18,2.91,6560.0,769.0,"Tacoma,  WA",shopping_mall
20,4.53,330.0,64.65,"Tacoma,  WA",spa
4,4.55,6859.0,3574.75,"Tacoma,  WA",zoo
3,4.3,760.0,431.33,"Tallahassee,  FL",amusement_park
20,4.35,699.0,295.2,"Tallahassee,  FL",bar
20,4.56,627.0,221.35,"Tallahassee,  FL",cafe
8,3.45,569.0,212.0,"Tallahassee,  FL",casino
20,4.0,834.0,455.95,"Tallahassee,  FL",hotel
20,4.14,1067.0,166.25,"Tallahassee,  FL",museum
20,4.22,437.0,116.65,"Tallahassee,  FL",night_club
20,4.53,1420.0,632.85,"Tallahassee,  FL",restaurant
20,4.17,2868.0,608.8,"Tallahassee,  FL",shopping_mall
20,4.5,475.0,67.4,"Tallahassee,  FL",spa
20,3.18,1221.0,139.2,"Tallahassee,  FL",stadium
4,4.65,1068.0,309.75,"Tallahassee,  FL",zoo
20,3.34,42762.0,2767.25,"Tampa,  FL",amusement_park
20,4.46,1605.0,552.15,"Tampa,  FL",bar
20,4.43,878.0,340.95,"Tampa,  FL",cafe
1,4.2,22392.0,22392.0,"Tampa,  FL",casino
20,4.04,3309.0,1161.9,"Tampa,  FL",hotel
20,4.54,2559.0,455.6,"Tampa,  FL",museum
20,4.04,2343.0,282.1,"Tampa,  FL",night_club
20,4.57,7290.0,2189.4,"Tampa,  FL",restaurant
3,4.0,6025.0,2322.33,"Tampa,  FL",shopping_mall
20,4.58,211.0,67.6,"Tampa,  FL",spa
13,3.86,9357.0,1879.85,"Tampa,  FL",stadium
6,4.72,42762.0,8927.83,"Tampa,  FL",zoo
6,4.37,21881.0,3935.17,"Toledo,  OH",amusement_park
20,4.34,1254.0,315.45,"Toledo,  OH",bar
20,4.46,1017.0,239.45,"Toledo,  OH",cafe
4,3.5,6222.0,1969.75,"Toledo,  OH",casino
20,4.2,1049.0,373.85,"Toledo,  OH",hotel
20,4.47,2606.0,350.85,"Toledo,  OH",museum
20,3.65,590.0,54.25,"Toledo,  OH",night_club
20,4.56,2581.0,703.75,"Toledo,  OH",restaurant
2,4.05,221.0,149.0,"Toledo,  OH",shopping_mall
20,4.15,127.0,40.3,"Toledo,  OH",spa
4,4.6,2467.0,1287.25,"Toledo,  OH",stadium
3,4.7,7848.0,3789.0,"Toledo,  OH",zoo
7,4.3,2506.0,806.57,"Tucson,  AZ",amusement_park
20,4.43,1014.0,426.0,"Tucson,  AZ",bar
20,4.51,1303.0,397.6,"Tucson,  AZ",cafe
20,3.67,7207.0,838.9,"Tucson,  AZ",casino
20,4.07,2993.0,715.6,"Tucson,  AZ",hotel
20,4.6,4267.0,618.05,"Tucson,  AZ",museum
20,4.04,730.0,119.95,"Tucson,  AZ",night_club
20,4.58,1545.0,724.3,"Tucson,  AZ",restaurant
20,4.22,6675.0,1582.95,"Tucson,  AZ",shopping_mall
20,4.35,354.0,64.3,"Tucson,  AZ",spa
2,4.4,946.0,590.5,"Tucson,  AZ",stadium
8,4.51,4267.0,1086.75,"Tucson,  AZ",zoo
9,3.46,813.0,187.11,"Tulsa,  OK",amusement_park
20,4.46,1736.0,402.95,"Tulsa,  OK",bar
20,4.45,2697.0,582.55,"Tulsa,  OK",cafe
20,3.88,12463.0,1461.9,"Tulsa,  OK",casino
20,4.11,1800.0,645.35,"Tulsa,  OK",hotel
15,4.59,1313.0,243.2,"Tulsa,  OK",museum
20,3.85,411.0,89.95,"Tulsa,  OK",night_club
20,4.61,2581.0,886.75,"Tulsa,  OK",restaurant
8,4.05,5762.0,1691.88,"Tulsa,  OK",shopping_mall
20,4.44,130.0,46.95,"Tulsa,  OK",spa
20,3.72,3455.0,243.9,"Tulsa,  OK",stadium
1,4.5,4308.0,4308.0,"Tulsa,  OK",zoo
20,4.31,2122.0,563.6,"Vancouver,  WA",bar
20,4.6,820.0,294.0,"Vancouver,  WA",cafe
19,3.68,8259.0,622.21,"Vancouver,  WA",casino
20,4.22,1443.0,447.15,"Vancouver,  WA",hotel
10,3.24,864.0,141.0,"Vancouver,  WA",museum
20,3.55,502.0,104.8,"Vancouver,  WA",night_club
20,4.53,2122.0,674.9,"Vancouver,  WA",restaurant
20,4.62,332.0,74.75,"Vancouver,  WA",spa
13,4.0,1423.0,231.23,"Vancouver,  WA",stadium
2,4.75,10664.0,5332.5,"Vancouver,  WA",zoo
7,4.4,1492.0,571.29,"Virginia Beach,  VA",amusement_park
20,4.43,2412.0,656.45,"Virginia Beach,  VA",bar
20,4.61,1276.0,304.95,"Virginia Beach,  VA",cafe
20,3.32,885.0,148.55,"Virginia Beach,  VA",casino
20,3.98,1477.0,718.7,"Virginia Beach,  VA",hotel
20,4.12,5882.0,469.3,"Virginia Beach,  VA",museum
20,3.95,1347.0,229.4,"Virginia Beach,  VA",night_club
20,4.57,3996.0,755.95,"Virginia Beach,  VA",restaurant
20,4.26,5704.0,999.0,"Virginia Beach,  VA",shopping_mall
20,4.42,1180.0,115.25,"Virginia Beach,  VA",spa
20,4.1,2336.0,551.4,"Virginia Beach,  VA",stadium
3,4.63,4289.0,1807.0,"Virginia Beach,  VA",zoo
20,4.51,2348.0,559.65,"Washington,  DC",bar
20,4.38,2387.0,362.6,"Washington,  DC",cafe
18,4.07,19649.0,2259.56,"Washington,  DC",casino
20,4.44,3551.0,1387.75,"Washington,  DC",hotel
20,4.58,25139.0,6919.0,"Washington,  DC",museum
20,3.82,998.0,301.45,"Washington,  DC",night_club
20,4.62,8255.0,1303.95,"Washington,  DC",restaurant
2,4.25,1953.0,1440.5,"Washington,  DC",shopping_mall
20,4.23,151.0,49.25,"Washington,  DC",spa
20,3.42,10547.0,1161.25,"Washington,  DC",stadium
7,4.59,20831.0,3100.0,"Washington,  DC",zoo
9,4.04,5800.0,1122.67,"West Palm Beach,  FL",amusement_park
20,4.36,1740.0,560.8,"West Palm Beach,  FL",bar
20,4.63,734.0,178.85,"West Palm Beach,  FL",cafe
20,3.59,4593.0,574.65,"West Palm Beach,  FL",casino
20,4.04,1017.0,599.4,"West Palm Beach,  FL",hotel
16,4.44,839.0,199.69,"West Palm Beach,  FL",museum
20,3.47,728.0,163.25,"West Palm Beach,  FL",night_club
20,4.51,2660.0,536.05,"West Palm Beach,  FL",restaurant
20,4.04,5696.0,599.8,"West Palm Beach,  FL",shopping_mall
20,4.21,108.0,34.4,"West Palm Beach,  FL",spa
1,4.5,2581.0,2581.0,"West Palm Beach,  FL",zoo
3,4.1,738.0,472.0,"Wichita,  KS",amusement_park
20,4.39,1056.0,394.75,"Wichita,  KS",bar
20,4.56,710.0,292.65,"Wichita,  KS",cafe
3,3.9,4304.0,1501.67,"Wichita,  KS",casino
20,4.31,1722.0,497.95,"Wichita,  KS",hotel
20,4.1,1824.0,261.3,"Wichita,  KS",museum
20,4.24,534.0,91.2,"Wichita,  KS",night_club
20,4.62,1105.0,488.0,"Wichita,  KS",restaurant
20,4.21,4146.0,917.65,"Wichita,  KS",shopping_mall
20,4.46,172.0,61.2,"Wichita,  KS",spa
16,3.28,460.0,90.81,"Wichita,  KS",stadium
3,4.57,4064.0,1430.67,"Wichita,  KS",zoo
